X,Y,Z,MapID,MobType,ScriptName
236,202,0,9,53,
48,209,0,9,182,
60,27,0,9,174,
59,26,0,9,174,
187,20,0,9,42,
189,22,0,9,42,
190,20,0,9,58,
188,21,0,9,58,
109,43,0,9,173,
108,40,0,9,53,
109,46,0,9,173,
163,179,0,9,42,
169,181,0,9,42,
164,180,0,9,42,
231,182,0,9,174,
232,185,0,9,42,
231,175,0,9,42,
206,97,0,9,42,
204,100,0,9,42,
174,148,0,9,47,
176,148,0,9,47,
92,94,0,9,6,
90,96,0,9,24,
92,98,0,9,25,
212,193,0,9,42,
215,196,0,9,42,
13,113,0,9,43,
218,103,0,9,12,
224,104,0,9,12,
215,99,0,9,12,
222,105,0,9,12,
159,239,0,9,77,
162,240,0,9,77,
156,64,0,9,42,
158,64,0,9,42,
181,133,0,9,173,
178,128,0,9,173,
185,128,0,9,173,
178,128,0,9,173,
177,132,0,9,173,
178,132,0,9,173,
185,132,0,9,173,
177,133,0,9,173,
180,131,0,9,173,
95,38,0,9,47,
95,43,0,9,47,
228,67,0,9,173,
231,70,0,9,53,
227,68,0,9,42,
228,69,0,9,24,
21,91,0,9,27,
22,90,0,9,39,
20,85,0,9,27,
57,99,0,9,27,
59,94,0,9,27,
52,96,0,9,39,
54,98,0,9,39,
56,93,0,9,27,
49,101,0,9,27,
54,100,0,9,27,
57,96,0,9,174,
60,100,0,9,174,
197,41,0,9,48,
191,38,0,9,48,
189,46,0,9,48,
192,47,0,9,48,
158,203,0,9,174,
155,203,0,9,174,
135,241,0,9,16,
133,243,0,9,16,
132,241,0,9,16,
135,240,0,9,16,
224,197,0,9,42,
37,223,0,9,27,
42,226,0,9,27,
46,223,0,9,39,
46,225,0,9,39,
47,225,0,9,27,
43,225,0,9,27,
38,224,0,9,39,
43,223,0,9,27,
43,223,0,9,27,
98,125,0,9,174,
98,126,0,9,135,
99,123,0,9,174,
230,158,0,9,58,
236,225,0,9,42,
239,226,0,9,42,
236,224,0,9,42,
32,114,0,9,173,
30,112,0,9,173,
29,111,0,9,173,
32,109,0,9,174,
28,107,0,9,174,
13,113,0,9,174,
14,113,0,9,172,
30,110,0,9,172,
13,114,0,9,173,
245,235,0,9,47,
244,237,0,9,47,
123,69,0,9,47,
126,66,0,9,47,
70,15,0,9,43,
183,103,0,9,172,
50,249,0,9,173,
60,245,0,9,174,
57,248,0,9,173,
171,109,0,9,42,
169,106,0,9,42,
140,218,0,9,43,
245,184,0,9,47,
250,191,0,9,47,
245,191,0,9,47,
150,193,0,9,14,
149,195,0,9,14,
131,12,0,9,53,
131,8,0,9,53,
128,6,0,9,53,
142,129,0,9,48,
143,131,0,9,48,
141,131,0,9,48,
8,198,0,9,170,
7,194,0,9,170,
124,128,0,9,58,
127,128,0,9,58,
143,94,0,9,48,
141,102,0,9,48,
141,100,0,9,48,
92,97,0,9,27,
90,97,0,9,39,
85,99,0,9,47,
74,88,0,9,6,
72,88,0,9,34,
62,157,0,9,172,
67,160,0,9,170,
64,159,0,9,173,
68,160,0,9,174,
66,162,0,9,173,
61,162,0,9,48,
66,158,0,9,24,
67,162,0,9,24,
64,157,0,9,48,
68,116,0,9,174,
70,117,0,9,77,
73,119,0,9,14,
73,117,0,9,6,
69,120,0,9,6,
72,115,0,9,82,
69,118,0,9,82,
67,117,0,9,6,
66,118,0,9,77,
68,135,0,9,48,
66,133,0,9,82,
68,132,0,9,14,
69,133,0,9,174,
66,134,0,9,173,
76,132,0,9,174,
76,136,0,9,48,
71,136,0,9,24,
67,135,0,9,24,
55,72,0,9,47,
58,69,0,9,47,
56,73,0,9,47,
238,89,0,9,174,
239,89,0,9,174,
238,92,0,9,48,
238,90,0,9,48,
141,163,0,9,40,
146,168,0,9,6,
145,165,0,9,34,
158,19,0,9,43,
161,17,0,9,43,
18,55,0,9,58,
16,53,0,9,58,
37,192,0,9,27,
38,196,0,9,39,
39,193,0,9,173,
193,69,0,9,43,
197,69,0,9,43,
196,66,0,9,43,
253,73,0,9,43,
252,66,0,9,43,
252,67,0,9,43,
252,67,0,9,43,
253,68,0,9,43,
253,64,0,9,43,
252,73,0,9,43,
253,68,0,9,43,
252,70,0,9,43,
67,180,0,9,67,
66,179,0,9,48,
160,230,0,9,14,
160,223,0,9,39,
22,234,0,9,42,
102,61,0,9,55,
102,58,0,9,55,
96,21,0,9,55,
104,18,0,9,55,
98,20,0,9,55,
223,40,0,9,12,
231,39,0,9,12,
224,40,0,9,12,
236,108,0,9,42,
237,108,0,9,42,
37,63,0,9,42,
36,65,0,9,42,
165,148,0,9,42,
163,148,0,9,42,
85,40,0,9,42,
80,39,0,9,42,
80,41,0,9,43,
81,42,0,9,43,
92,193,0,9,42,
87,198,0,9,42,
95,192,0,9,42,
16,37,0,9,47,
19,44,0,9,47,
16,35,0,9,47,
242,10,0,9,43,
243,10,0,9,43,
117,221,0,9,47,
115,224,0,9,47,
247,33,0,9,12,
252,32,0,9,12,
242,32,0,9,12,
30,39,0,9,55,
32,37,0,9,58,
148,221,0,9,43,
147,216,0,9,43,
148,220,0,9,43,
251,52,0,9,58,
245,52,0,9,58,
103,100,0,9,58,
108,98,0,9,58,
37,6,0,9,58,
42,9,0,9,58,
34,11,0,9,58,
216,83,0,9,53,
218,88,0,9,53,
218,88,0,9,53,
213,81,0,9,53,
207,226,0,9,42,
203,227,0,9,42,
200,224,0,9,42,
179,215,0,9,48,
174,214,0,9,48,
181,214,0,9,48,
175,217,0,9,48,
182,212,0,9,48,
182,217,0,9,48,
174,215,0,9,48,
183,218,0,9,48,
179,219,0,9,48,
43,22,0,9,43,
50,27,0,9,43,
46,23,0,9,43,
110,133,0,9,58,
110,134,0,9,58,
74,233,0,9,43,
71,232,0,9,43,
74,232,0,9,43,
64,232,0,9,43,
62,233,0,9,43,
72,233,0,9,43,
68,232,0,9,43,
74,232,0,9,43,
66,232,0,9,43,
64,144,0,9,43,
64,147,0,9,43,
66,146,0,9,43,
18,163,0,9,42,
14,164,0,9,42,
176,71,0,9,58,
178,70,0,9,58,
253,117,0,9,58,
251,120,0,9,58,
250,117,0,9,58,
175,11,0,9,48,
175,8,0,9,48,
39,167,0,9,58,
39,163,0,9,58,
50,164,0,9,42,
50,168,0,9,42,
50,165,0,9,42,
204,10,0,9,43,
211,10,0,9,43,
215,6,0,9,43,
31,83,0,9,27,
30,88,0,9,39,
32,88,0,9,27,
43,151,0,9,170,
42,150,0,9,173,
44,148,0,9,174,
84,119,0,9,27,
85,113,0,9,39,
85,117,0,9,27,
86,111,0,9,58,
84,113,0,9,58,
96,110,0,9,39,
147,6,0,9,42,
75,246,0,9,55,
76,246,0,9,58,
115,12,0,9,53,
116,14,0,9,53,
217,51,0,9,48,
222,52,0,9,48,
224,51,0,9,48,
221,51,0,9,48,
216,51,0,9,48,
215,52,0,9,48,
222,51,0,9,48,
221,51,0,9,48,
214,52,0,9,48,
49,194,0,9,84,
48,191,0,9,172,
51,189,0,9,173,
214,176,0,9,55,
216,177,0,9,55,
214,179,0,9,55,
210,65,0,9,53,
209,63,0,9,53,
210,61,0,9,53,
41,236,0,9,42,
38,237,0,9,42,
117,243,0,9,55,
115,247,0,9,55,
116,250,0,9,55,
116,252,0,9,55,
115,250,0,9,55,
118,242,0,9,55,
118,252,0,9,55,
117,250,0,9,55,
117,246,0,9,55,
249,107,0,9,58,
245,105,0,9,58,
104,160,0,9,42,
105,161,0,9,42,
106,161,0,9,42,
105,161,0,9,42,
99,162,0,9,42,
101,161,0,9,42,
109,160,0,9,42,
107,160,0,9,42,
99,161,0,9,42,
82,27,0,9,58,
76,28,0,9,58,
155,252,0,9,42,
106,202,0,9,58,
111,201,0,9,58,
74,194,0,9,47,
75,194,0,9,47,
198,125,0,9,47,
200,122,0,9,47,
199,122,0,9,47,
85,11,0,9,43,
84,12,0,9,43,
8,81,0,9,27,
7,77,0,9,27,
10,79,0,9,39,
10,79,0,9,39,
8,82,0,9,39,
8,79,0,9,27,
10,88,0,9,27,
8,85,0,9,27,
9,89,0,9,27,
148,148,0,9,47,
149,146,0,9,47,
171,165,0,9,47,
172,163,0,9,47,
154,102,0,9,47,
153,102,0,9,47,
97,7,0,9,53,
105,8,0,9,53,
96,5,0,9,53,
134,237,0,9,59,
129,240,0,9,60,
179,201,0,9,42,
178,202,0,9,42,
18,204,0,9,27,
19,202,0,9,27,
194,252,0,9,42,
194,250,0,9,42,
20,84,0,9,27,
20,88,0,9,27,
126,115,0,9,58,
128,114,0,9,58,
123,155,0,9,34,
121,156,0,9,34,
251,250,0,9,58,
249,247,0,9,58,
187,8,0,9,43,
196,9,0,9,43,
192,9,0,9,43,
148,236,0,9,59,
148,241,0,9,60,
147,238,0,9,59,
147,243,0,9,60,
51,111,0,9,173,
48,113,0,9,173,
156,173,0,9,48,
155,175,0,9,48,
231,250,0,9,42,
239,250,0,9,42,
228,252,0,9,42,
176,48,0,9,42,
178,48,0,9,42,
63,59,0,9,55,
74,169,0,9,53,
77,169,0,9,53,
82,218,0,9,47,
82,220,0,9,47,
242,68,0,9,42,
231,121,0,9,43,
234,122,0,9,43,
38,204,0,9,27,
38,208,0,9,27,
37,212,0,9,27,
209,113,0,9,47,
209,251,0,9,43,
123,182,0,9,42,
125,187,0,9,42,
41,100,0,9,182,
196,99,0,9,43,
193,100,0,9,43,
7,99,0,9,182,
5,99,0,9,27,
70,5,0,9,43,
118,234,0,9,55,
112,234,0,9,55,
90,58,0,9,42,
91,57,0,9,42,
183,115,0,9,43,
182,115,0,9,43,
139,201,0,9,55,
139,202,0,9,55,
138,195,0,9,55,
80,100,0,9,58,
77,100,0,9,58,
216,228,0,9,55,
218,223,0,9,55,
253,89,0,9,53,
251,94,0,9,53,
151,33,0,9,47,
154,35,0,9,47,
211,40,0,9,53,
18,103,0,9,182,
100,110,0,9,182,
102,110,0,9,27,
110,30,0,9,43,
233,167,0,9,42,
230,168,0,9,42,
249,219,0,9,42,
249,220,0,9,42,
252,12,0,9,43,
245,159,0,9,47,
253,207,0,9,47,
201,152,0,9,47,
201,155,0,9,47,
201,163,0,9,42,
201,164,0,9,42,
148,17,0,9,43,
165,69,0,9,42,
163,99,0,9,58,
164,99,0,9,58,
184,170,0,9,47,
113,69,0,9,53,
174,35,0,9,43,
175,33,0,9,43,
174,30,0,9,43,
167,121,0,9,43,
117,143,0,9,43,
23,63,0,9,53,
191,141,0,9,42,
110,210,0,9,55,
28,20,0,9,58,
134,172,0,9,58,
43,128,0,9,174,
40,133,0,9,174,
12,6,0,9,42,
52,234,0,9,174,
189,56,0,9,42,
192,57,0,9,42,
155,72,0,9,43,
233,50,0,9,43,
233,52,0,9,43,
71,98,0,9,5,
75,98,0,9,12,
32,49,0,9,55,
31,50,0,9,55,
211,139,0,9,46,
210,139,0,9,45,
212,139,0,9,45,
212,140,0,9,45,
211,140,0,9,45,
210,140,0,9,45,
210,138,0,9,45,
211,138,0,9,45,
212,138,0,9,45,
165,181,0,9,94,
166,175,0,9,94,
440,507,0,9,172,
488,410,0,9,173,
502,384,0,9,173,
495,404,0,9,173,
483,390,0,9,174,
498,404,0,9,174,
493,367,0,9,174,
490,370,0,9,174,
490,384,0,9,173,
502,386,0,9,173,
500,395,0,9,173,
490,397,0,9,173,
495,406,0,9,173,
505,407,0,9,173,
505,418,0,9,173,
496,416,0,9,173,
458,382,0,9,169,
448,381,0,9,169,
470,471,0,9,170,
475,419,0,9,170,
431,421,0,9,170,
458,404,0,9,170,
409,497,0,9,172,
423,476,0,9,172,
421,458,0,9,172,
410,430,0,9,172,
457,237,0,9,168,
468,236,0,9,168,
485,236,0,9,168,
496,228,0,9,168,
504,226,0,9,167,
497,244,0,9,167,
483,242,0,9,167,
468,245,0,9,167,
453,237,0,9,166,
442,247,0,9,166,
454,246,0,9,166,
446,242,0,9,166,
46,40,0,9,48,
47,48,0,9,48,
48,45,0,9,48,
46,43,0,9,48,
44,41,0,9,48,
45,40,0,9,48,
49,42,0,9,48,
470,29,0,9,116,
465,44,0,9,114,
490,35,0,9,116,
480,44,0,9,128,
475,61,0,9,116,
457,57,0,9,118,
465,80,0,9,128,
484,80,0,9,118,
483,6,0,9,149,
448,6,0,9,157,
293,85,0,9,24,
291,98,0,9,24,
63,44,0,9,84,
66,46,0,9,44,
63,42,0,9,44,
64,44,0,9,44,
68,47,0,9,44,
65,42,0,9,44,
60,44,0,9,44,
62,47,0,9,44,
284,291,1,8,10,testguild
228,475,0,1,4,
254,135,0,4,10,spy11
302,289,0,8,10,testguild
176,260,0,5,10,rulesign
296,9,0,2,95,
297,22,0,2,95,
298,41,0,2,95,
285,42,0,2,95,
282,28,0,2,95,
296,9,0,2,95,
296,9,0,2,95,
230,22,0,2,95,
225,10,0,2,97,
240,8,0,2,97,
222,43,0,2,97,
231,43,0,2,97,
217,244,0,5,10,testdsb2
219,244,0,5,10,testdsb2
314,89,0,7,10,robwarp
163,104,0,1,118,
491,310,0,9,130,
498,317,0,9,130,
489,316,0,9,130,
427,351,0,9,134,
478,335,0,9,172,
293,383,0,7,10,testdsb
8,329,0,5,101,
12,371,0,5,100,
507,364,0,6,100,
506,323,0,6,101,
3,233,0,6,130,
254,291,0,6,117,
337,54,0,7,10,shadytim
454,5,0,9,137,
457,10,0,9,137,
10,33,0,5,10,guildchest
215,228,0,5,10,spy10
74,94,0,6,127,
73,96,0,6,131,
68,91,0,6,131,
74,99,0,6,131,
179,124,0,5,130,
383,237,0,6,130,
395,227,0,6,130,
64,364,0,4,142,
70,367,0,4,142,
281,278,0,6,130,
244,383,0,6,130,
387,427,0,6,118,
337,471,0,6,118,
366,483,0,7,73,
371,498,0,7,73,
81,101,0,5,153,
89,104,0,5,152,
81,109,0,5,152,
83,108,0,5,152,
380,404,0,8,109,
313,425,0,8,102,
301,89,0,7,10,charleigh
308,100,0,7,10,eulogist
244,144,0,7,10,OldHippie
357,140,0,7,10,testguild
125,437,0,8,125,
214,116,0,5,8,
108,482,0,7,10,getaway
246,453,0,7,10,spiggles
461,244,0,7,10,farkas
475,231,0,7,10,narf
182,201,0,7,10,glarglomn
172,184,0,7,10,tyrone
147,214,0,7,10,rastas
144,179,0,7,10,andrew
134,200,0,7,10,lester
126,212,0,7,10,dwayne
281,306,0,5,10,lightpost
127,188,0,5,10,speigel
120,201,0,5,10,sam
363,186,0,5,10,sifinil
441,509,0,5,10,maryjane
347,130,0,5,10,chickennugget
214,113,0,5,10,stoner
386,111,0,5,10,tehhut
403,42,0,5,10,beta
17,432,0,5,10,housedeed
32,456,0,5,10,mho
302,504,0,6,10,max
304,23,0,6,10,otto
363,281,0,7,10,undeadcap
323,143,0,7,10,wilma
199,6,0,7,10,Judas
227,456,0,7,18,
221,456,0,7,18,
236,446,0,7,18,
8,486,0,4,142,
53,414,0,4,142,
36,424,0,4,142,
43,435,0,4,142,
59,420,0,4,142,
397,164,0,7,10,kyra
320,143,0,7,10,unclebill
194,9,0,7,10,judgejudy
155,214,0,7,10,spelsa
248,128,0,7,10,Cheech
240,139,0,7,10,greasyhobo
21,346,0,6,147,
28,351,0,6,147,
23,350,0,6,147,
19,341,0,6,147,
16,338,0,6,147,
194,4,0,7,10,Arthas
34,504,0,7,102,
19,492,0,7,102,
355,285,0,7,10,Beetlejuice
349,288,0,7,10,addams
250,123,0,7,10,chong
237,143,0,7,10,HippieGuard
234,147,0,7,4,
196,11,0,7,10,SisterNun
313,364,0,7,135,
325,367,0,7,135,
321,368,0,7,135,
334,375,0,7,134,
334,375,0,7,135,
317,399,0,7,135,
317,399,0,7,134,
320,153,0,7,10,BillyBob
46,329,0,6,49,
35,329,0,6,49,
29,333,0,6,49,
37,342,0,6,24,
33,343,0,6,24,
38,343,0,6,24,
28,321,0,6,21,
27,324,0,6,21,
25,325,0,6,21,
21,321,0,6,23,
214,240,0,6,7,
367,297,0,7,10,TheCount
41,333,0,6,69,
35,335,0,6,69,
24,330,0,6,71,
21,334,0,6,47,
17,339,0,6,47,
72,281,0,6,187,
79,286,0,6,150,
87,390,0,8,155,
81,380,0,8,155,
216,12,0,6,118,
233,12,0,6,118,
193,11,0,6,118,
461,436,0,4,54,
457,436,0,4,54,
326,103,0,7,3,
321,104,0,7,3,
327,110,0,7,3,
322,119,0,7,3,
330,116,0,7,2,
94,107,0,1,183,
103,145,0,1,183,
73,156,0,1,183,
69,54,0,1,184,
68,104,0,1,184,
159,136,0,1,118,
113,58,0,1,118,
76,10,0,1,118,
89,220,0,5,188,
460,306,0,8,113,
51,221,0,6,140,
60,219,0,6,140,
254,253,0,7,10,guildchest
84,438,0,5,188,
144,335,0,5,104,
269,310,1,5,11,guildchest
276,273,0,5,118,
9,322,0,5,101,
10,338,0,5,101,
5,348,0,5,101,
6,336,0,5,101,
166,65,0,7,140,
166,69,0,7,140,
168,65,1,7,140,
162,66,0,7,140,
164,58,0,7,143,
17,493,0,8,189,
47,88,0,6,182,
58,94,0,6,182,
49,97,0,6,182,
45,93,0,6,182,
4,113,1,6,10,guildchest
355,442,0,9,189,
352,449,0,9,189,
41,485,0,8,167,
35,488,0,8,167,
38,492,0,8,167,
36,491,0,8,167,
396,144,0,4,188,
402,205,0,8,157,
437,5,0,9,157,
355,295,0,7,10,thecountess
303,460,0,5,129,
282,19,2,6,10,guildchest
303,434,0,5,156,
217,445,0,5,130,
215,431,0,5,102,
219,459,0,5,118,
321,141,0,7,10,willis
115,57,0,8,101,
381,466,0,9,188,
371,492,0,9,188,
358,509,0,9,188,
285,51,0,7,10,iceghost1
320,148,0,7,10,Billiam
344,95,0,7,10,zer1
199,11,0,7,10,Jesus
35,71,1,7,10,guildchest
134,208,0,7,10,guildchest
325,148,0,7,10,Villhelm
201,210,0,9,59,
424,39,0,5,10,guildchest
380,153,0,7,10,figaro
232,373,0,6,187,
414,436,0,4,190,
422,436,0,4,190,
377,299,0,7,10,strahd
325,150,0,7,10,liam
135,177,0,5,10,guildchest
228,428,0,7,191,
242,395,0,7,191,
242,123,0,7,10,greenpeace
46,294,0,8,191,
74,306,0,8,191,
64,347,0,8,191,
26,290,0,8,183,
27,294,0,8,183,
349,292,0,7,10,LichBro
203,44,0,7,10,guildchest
329,117,0,7,10,Fred
349,115,0,7,10,smithy
25,153,0,1,183,
143,148,0,1,183,
161,121,0,1,183,
483,10,0,9,149,
479,11,0,9,149,
190,114,0,7,73,
189,105,0,7,74,
391,389,0,1,189,
376,376,0,1,189,
373,413,0,1,189,
391,391,0,1,189,
374,395,0,1,118,
362,401,0,1,118,
360,443,0,1,118,
283,499,0,6,10,guildchest
61,292,0,7,10,guildchest
29,456,0,5,10,guildchest
334,388,0,7,157,
338,202,0,4,87,
320,186,0,4,99,
328,220,0,4,190,
329,226,0,4,190,
443,138,0,7,63,
442,137,0,7,63,
442,137,0,7,63,
414,182,0,7,64,
442,480,0,7,73,
432,461,0,7,73,
176,17,0,7,17,
165,13,0,7,17,
165,8,0,7,17,
240,457,0,7,18,
253,454,0,7,18,
222,465,0,7,18,
183,437,0,7,135,
318,154,0,7,10,Bilbo
221,227,0,5,10,spy12
19,403,0,6,18,
13,397,1,6,18,
11,401,0,6,18,
369,304,0,7,10,UndeadLt
234,9,1,5,10,guildchest
272,309,0,5,10,guildchest
483,69,0,7,190,
489,69,0,7,190,
487,77,0,7,190,
489,69,0,7,190,
355,338,1,7,10,guildchest
74,413,0,6,130,
75,409,0,6,130,
119,472,0,6,188,
103,476,0,6,188,
85,446,0,6,191,
85,457,0,6,110,
97,465,0,6,110,
107,449,0,6,110,
59,215,0,6,140,
51,214,0,6,140,
447,167,0,7,73,
434,167,0,7,73,
436,165,0,7,74,
334,55,0,4,125,
415,23,0,2,142,
397,23,0,2,142,
253,12,0,2,95,
214,311,0,3,17,
218,316,0,3,17,
209,312,0,3,18,
202,376,0,1,194,
194,389,0,1,194,
206,397,0,1,194,
192,386,0,1,194,
167,364,0,1,194,
214,422,0,1,194,
159,331,0,1,193,
163,335,0,1,193,
238,296,1,6,192,
228,282,0,6,192,
5,79,0,6,192,
9,157,0,6,192,
324,57,1,7,10,Travis2003
304,161,0,7,194,
303,242,0,5,118,
349,127,0,7,10,natsuko
445,407,0,8,110,
424,412,0,8,110,
457,335,0,8,109,
87,307,0,8,191,
73,330,0,8,191,
328,154,0,7,10,Billie
228,63,0,8,193,
233,94,0,8,193,
232,116,0,8,193,
231,106,0,8,193,
220,82,0,8,193,
249,57,0,8,193,
256,107,0,8,193,
252,129,0,8,193,
47,155,0,5,10,guildchest
153,72,0,1,118,
137,54,0,1,118,
103,77,0,1,118,
107,84,0,1,189,
122,151,0,1,183,
53,156,0,1,183,
119,118,0,1,118,
127,107,0,1,118,
131,86,0,1,118,
160,104,0,1,189,
124,67,0,1,118,
118,33,0,1,118,
18,452,0,8,168,
2,411,0,8,104,
46,421,0,8,104,
45,454,0,8,104,
316,143,0,4,190,
306,136,0,4,190,
419,496,0,8,94,
432,495,0,8,94,
399,455,0,8,94,
410,456,0,8,94,
443,470,0,8,94,
458,482,0,8,94,
437,483,0,8,94,
433,497,0,8,69,
419,495,0,8,69,
406,369,0,4,62,
420,395,0,4,62,
447,382,0,4,62,
479,406,0,4,62,
407,343,0,4,83,
419,357,0,4,83,
437,366,0,4,83,
430,341,0,4,83,
422,317,0,4,83,
391,349,0,4,62,
411,196,0,4,109,
450,207,0,4,109,
427,194,0,4,109,
492,248,0,4,110,
494,270,0,4,113,
482,276,0,4,113,
468,280,0,4,113,
467,249,0,4,110,
456,233,0,4,110,
452,248,0,4,109,
429,244,0,4,110,
414,223,0,4,110,
442,280,0,4,110,
164,52,0,9,59,
142,50,0,9,59,
142,42,0,9,59,
128,50,0,9,59,
142,34,0,9,59,
142,26,0,9,59,
153,32,0,9,59,
402,314,0,5,100,
402,331,0,5,100,
166,20,0,8,101,
157,31,0,8,101,
100,59,0,8,101,
105,25,0,8,100,
114,12,0,8,100,
123,8,0,8,100,
130,32,0,8,100,
116,36,0,8,100,
332,16,0,7,115,
330,21,0,7,115,
445,108,0,7,7,
457,105,0,7,7,
42,45,0,8,32,
43,81,0,8,32,
29,77,0,8,32,
27,43,0,8,32,
225,318,0,5,10,guildchest
9,475,0,5,122,
8,475,0,5,123,
13,473,0,5,10,guildchest
15,474,1,5,10,guildchest
14,476,0,5,15,
488,16,1,6,10,guildchest
283,79,0,7,10,spectre3
440,410,0,9,170,
455,423,0,9,170,
472,405,0,9,170,
440,434,0,9,170,
468,434,0,9,170,
481,433,0,9,170,
440,488,0,9,172,
444,473,0,9,172,
463,457,0,9,172,
427,445,0,9,172,
424,502,0,9,172,
469,447,0,9,172,
442,447,0,9,172,
492,203,0,4,114,
481,324,0,4,114,
478,306,0,4,110,
435,48,1,4,10,guildchest
429,58,1,4,54,
429,60,1,4,54,
433,56,1,4,10,townguard
438,56,1,4,138,
98,391,0,8,155,
455,48,0,4,10,guildchest
449,56,1,4,70,
88,24,1,8,10,bengalbaysign
421,498,0,5,10,guildchest
204,8,0,8,101,
217,8,0,8,101,
231,10,0,8,101,
218,24,0,8,101,
247,7,0,8,101,
260,7,0,8,101,
258,42,0,8,101,
247,34,0,8,101,
240,44,0,8,101,
225,42,0,8,101,
208,40,0,8,101,
256,22,0,8,101,
250,21,0,8,100,
229,18,0,8,100,
231,27,0,8,101,
224,22,0,8,160,
223,12,0,8,160,
252,8,0,8,160,
251,37,0,8,160,
217,41,0,8,160,
146,41,0,8,100,
140,51,0,8,100,
126,51,0,8,100,
94,43,0,8,100,
137,27,0,8,160,
136,37,0,8,160,
125,43,0,8,160,
151,25,0,8,160,
91,93,0,8,102,
104,100,0,8,102,
129,90,0,8,101,
114,86,0,8,101,
143,81,0,8,101,
149,73,0,8,101,
178,92,0,8,101,
180,98,0,8,160,
170,96,0,8,160,
177,72,0,8,193,
192,57,0,8,193,
215,66,0,8,193,
204,67,0,8,193,
198,78,0,8,193,
213,95,0,8,193,
202,83,0,8,160,
221,81,0,8,160,
110,403,0,8,155,
82,403,0,8,155,
109,381,0,8,155,
107,392,0,8,155,
96,403,0,8,155,
96,381,0,8,155,
118,392,0,8,155,
125,392,0,8,155,
139,189,0,4,75,
127,187,0,4,75,
480,349,0,4,62,
485,342,0,4,62,
498,356,0,4,62,
471,265,0,5,100,
460,254,0,5,100,
447,249,0,5,100,
451,262,0,5,100,
296,52,0,7,15,
285,91,0,7,15,
455,21,0,9,157,
474,314,0,9,130,
461,322,0,9,130,
457,303,0,9,130,
458,280,0,9,130,
445,324,0,9,67,
445,324,0,9,67,
417,324,0,9,67,
423,322,0,9,94,
403,310,0,9,94,
393,326,0,9,94,
394,344,0,9,94,
393,358,0,9,194,
391,291,0,9,94,
402,266,0,9,94,
422,285,0,9,194,
418,249,0,9,194,
454,272,0,9,194,
421,192,0,8,129,
415,193,0,8,129,
410,186,0,8,137,
391,175,0,8,137,
384,178,0,8,130,
384,179,0,8,150,
88,151,0,8,190,
102,157,0,8,190,
100,142,0,8,190,
113,139,0,8,190,
111,140,0,8,191,
98,141,0,8,193,
102,157,0,8,193,
93,167,0,8,193,
104,168,0,8,193,
182,179,0,8,191,
195,152,0,8,190,
195,175,0,8,190,
195,135,0,8,190,
172,135,0,8,190,
184,144,0,8,190,
178,150,0,8,191,
253,169,0,8,183,
261,166,0,8,183,
255,169,0,8,161,
255,169,0,8,141,
255,163,0,8,141,
448,245,0,9,186,
506,235,0,9,189,
1,4,3,6,10,guildchest
433,326,0,4,10,guildchest
17,13,0,10,10,archtut
17,11,0,10,11,wartut
17,16,0,10,10,magetut
23,8,3,6,33,
20,8,3,6,33,
35,19,3,6,10,karlsign
330,486,0,5,10,guildchest
491,493,0,10,12,
410,222,0,5,10,guildchest
294,360,0,4,146,
294,362,0,4,146,
294,362,0,4,146,
305,135,0,7,10,mcgrew
295,328,1,4,10,guildchest
269,280,1,7,10,guildchest
195,405,0,6,10,guildchest
443,229,1,7,10,guildchest
445,229,0,7,10,guildchest
29,364,0,8,150,
25,362,0,8,150,
359,258,0,4,150,
359,258,0,4,150,
72,90,0,6,127,
72,90,0,6,127,
315,23,0,7,10,skellington
255,87,0,7,10,stevo
235,419,0,5,145,
247,101,0,2,67,
217,99,0,2,67,
236,99,0,2,69,
226,87,0,2,69,
219,99,0,2,69,
235,86,0,2,69,
225,100,0,2,67,
225,88,0,2,67,
361,261,0,8,37,
365,257,0,8,37,
371,261,0,8,37,
303,391,0,8,128,
333,370,0,8,128,
334,359,0,8,128,
14,482,0,9,195,
15,504,0,9,195,
109,358,0,9,195,
351,79,0,7,10,questmaster
302,62,0,7,10,guildchest
197,376,0,6,195,
209,382,0,6,195,
193,339,0,6,195,
220,383,0,6,195,
31,353,0,7,195,
30,336,0,7,195,
44,326,0,7,195,
8,502,0,4,195,
50,490,0,4,195,
76,504,0,4,195,
115,505,0,4,195,
49,9,0,5,193,
56,8,0,5,193,
237,18,0,5,10,vitalityvendor
217,245,0,5,10,kral
402,109,0,7,10,Morty
324,53,1,7,10,travis2004
157,10,0,8,101,
161,20,0,8,101,
157,36,0,8,101,
148,47,0,8,101,
168,17,0,8,101,
102,63,0,8,101,
117,58,0,8,101,
111,42,0,8,101,
100,8,0,8,193,
128,35,0,8,193,
232,24,0,8,193,
228,28,0,8,193,
217,43,0,8,193,
189,54,0,6,177,
195,31,0,6,177,
207,68,0,6,177,
258,277,0,6,178,
288,263,0,6,178,
306,256,0,6,178,
83,332,0,6,176,
85,330,0,6,176,
28,333,0,6,176,
47,342,0,6,176,
53,324,0,6,176,
61,320,0,6,176,
202,405,1,6,178,
192,410,0,6,176,
210,401,1,6,178,
352,54,0,7,10,potsy
69,488,0,6,128,
52,478,0,6,177,
56,468,0,6,177,
71,421,0,6,178,
42,199,0,5,177,
38,215,0,5,177,
58,213,0,5,177,
354,54,0,7,10,ralph
285,259,0,6,178,
368,56,0,6,176,
